lemma,pos,level,english,example_de,example_en,gender,plural,separable,aux,praesens_ich,praesens_er,praeteritum,partizip_ii,perfekt,comparative,superlative,sources_csv,source_notes
beschreiben,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/beschreiben
beschweren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/beschweren#2
besonders,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/besonders
bestehen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/bestehen
bestätigen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/best%C3%A4tigen
Besuch,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Besuch
bewerben,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/bewerben
Bewerbung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bewerbung
Bibliothek,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bibliothek
Blatt,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Blatt
Blog,N,A2,,,,"das, der",,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Blog
blond,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/blond
Bluse,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bluse
blöd,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/bl%C3%B6d
blöde,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/bl%C3%B6de
Bohne,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bohne
braten,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/braten
Brille,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Brille
Brücke,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Br%C3%BCcke
buchen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/buchen
bunt,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/bunt
Büro,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/B%C3%BCro
Cafeteria,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Cafeteria
chatten,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/chatten
Chefin,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Chefin
Circus,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Circus
Club,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Club
Comic,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Comic
Creme,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Creme
Crème,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Cr%C3%A8me
damals,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/damals
Dame,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Dame
dass,Konj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/dass
Datei,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Datei
denken,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/denken
deshalb,Konj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/deshalb
deutlich,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/deutlich
dick,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/dick
Ding,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ding#1
direkt,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/direkt
Disco,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Disco#1
Disko,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Disko#1
diskutieren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/diskutieren
doch,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/doch#2
drinnen,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/drinnen
drüben,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/dr%C3%BCben
dumm,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/dumm
dunkel,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/dunkel
dünn,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/d%C3%BCnn
E-Book,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/E-Book
echt,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/echt
egal,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/egal#1
Ehepartner,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ehepartner
eigen,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/eigen
eigentlich,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/eigentlich
ein Mal,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/ein%20Mal
Einkaufszentrum,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Einkaufszentrum
einmal,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/einmal
einpacken,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/einpacken
eintragen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/eintragen
einzeln,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/einzeln
einziehen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/einziehen
Eis,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Eis#1
endlich,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/endlich
eng,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/eng
Erdgeschoss,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erdgeschoss
Erfahrung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erfahrung
erinnern,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/erinnern
Erlaubnis,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erlaubnis
Ermäßigung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erm%C3%A4%C3%9Figung
erst,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/erst
Fach,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fach#2
Fahrplan,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fahrplan
fallen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fallen
Fan,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fan
fantastisch,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fantastisch
fast,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fast
faul,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/faul
Feier,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Feier
Fenster,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fenster
Ferien,N,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ferien
Fest,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fest
Festival,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Festival
fett,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fett
fit,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fit
fleißig,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/flei%C3%9Fig
Flohmarkt,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Flohmarkt
Flug,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Flug
Fluss,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fluss
Fotoapparat,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fotoapparat
fotografieren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fotografieren
freiwillig,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/freiwillig
Freundin,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Freundin
frisch,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/frisch
froh,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/froh
früh,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/fr%C3%BCh
Fundsache,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fundsache
furchtbar,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/furchtbar
fühlen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/f%C3%BChlen
Führerschein,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/F%C3%BChrerschein
Gabel,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gabel
ganz,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/ganz
Garage,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Garage
gefährlich,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/gef%C3%A4hrlich
Gegenteil,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gegenteil
gegenüber,Präp,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/gegen%C3%BCber#1
gegenüber,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/gegen%C3%BCber#2
Gehalt,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gehalt#2
Geldbörse,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geldb%C3%B6rse
genau,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/genau
Gericht,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gericht#1
Gerät,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ger%C3%A4t
Geschichte,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geschichte
Geschirr,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geschirr#1
gesund,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/gesund
Gesundheit,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gesundheit
Gewitter,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gewitter
Gitarre,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gitarre
Grippe,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Grippe
Hals,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hals#1
Hamburger,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hamburger#3
Handtuch,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Handtuch
hart,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hart#1
Hauptstadt,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hauptstadt
Haushalt,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Haushalt
Heft,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Heft#1
Heizung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Heizung
heiß,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hei%C3%9F
Hemd,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hemd
her,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/her
heraus,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/heraus
herein,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/herein
herstellen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/herstellen#2
herunterladen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/herunterladen
Himmel,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Himmel
hin,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hin
hinter,Präp,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hinter#1
hoffen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hoffen
hoffentlich,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/hoffentlich
Homepage,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Homepage
Hose,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hose
husten,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/husten
Händetuch,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/H%C3%A4ndetuch
hängen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/h%C3%A4ngen#1; https://www.dwds.de/wb/h%C3%A4ngen#2
hässlich,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/h%C3%A4sslich
Idee,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Idee
informieren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/informieren
Insel,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Insel
Instrument,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Instrument
intelligent,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/intelligent
Interesse,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Interesse
interessieren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/interessieren
Interview,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Interview
Jeans,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Jeans
joggen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/joggen
Jugendherberge,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Jugendherberge
Kalender,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kalender
kalt,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/kalt
Kamera,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kamera
Katze,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Katze
Kaufhaus,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kaufhaus
Keller,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Keller
Kenntnis,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kenntnis
Kette,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kette
Kirche,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kirche
klappen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/klappen
Klavier,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Klavier
Kleid,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kleid
Klub,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Klub
klug,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/klug
Kollegin,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kollegin
komisch,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/komisch
Kontakt,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kontakt
kontrollieren,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/kontrollieren
Konzert,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Konzert
Kosmetik,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kosmetik
kostenlos,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/kostenlos
Krankenhaus,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankenhaus
Krankenkasse,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankenkasse
Krankheit,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankheit
Kredit,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kredit#1
Kreuzung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kreuzung
Krimi,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krimi
Kultur,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kultur
Kunst,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kunst
Käse,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/K%C3%A4se
Körper,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/K%C3%B6rper
kühl,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/k%C3%BChl
kündigen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/k%C3%BCndigen
Lampe,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Lampe#1
Landschaft,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Landschaft
langweilig,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/langweilig
Laptop,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Laptop
lassen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/lassen
leer,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/leer
leidtun,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/leidtun
leihen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/leihen
Liebe,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Liebe
liefern,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/liefern
Link,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Link
Lust,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Lust
Löffel,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/L%C3%B6ffel
Lüge,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/L%C3%BCge
lügen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/l%C3%BCgen
Magen,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Magen
Mail,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mail
Mailbox,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mailbox
mal,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/mal
malen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/malen
manchmal,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/manchmal
Mannschaft,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mannschaft
Mantel,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mantel
Markt,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Markt
Medikament,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Medikament
meinen,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/meinen
Meinung,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Meinung
meistens,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/meistens
Menge,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Menge
merken,V,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/merken
Messe,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Messe#1
Messer,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Messer#1
mindestens,Adv,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/mindestens
Mineralwasser,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mineralwasser
Mitarbeiter,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mitarbeiter
Mittagessen,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mittagessen
Mittel,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mittel
Mobiltelefon,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mobiltelefon
Mode,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mode
modern,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/modern#1
Motor,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Motor
Motorroller,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Motorroller
Museum,N,A2,,,,das,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Museum
Musik,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Musik
Müll,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/M%C3%BCll
Mütze,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/M%C3%BCtze
Nachbar,N,A2,,,,der,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachbar
Nachbarin,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachbarin
Nachricht,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachricht
nass,Adj,A2,,,,,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/nass
Natur,N,A2,,,,die,,,,,,,,,,,dwds-goethe-A2.csv,https://www.dwds.de/wb/Natur
